id	name	description	categories	primary_category	tier	homepage	homepage_status	repo_url	repo_status	repo_origin	repo_stars	repo_pushed	repo_archived	repo_language	repo_license	tool_type	topics	languages	license	license_source	maturity	cost	registries	citations	citation_note	year	publication	citations_total	citations_papers	publication_title	publication_venue	publication_url	citations_recent	citations_recent_year	pmid	doi	publication_is_preprint	biotools_id	biotools_url	last_update	source	tags	featured
LedPred	LedPred	Learns enhancer models from DNA features with a support vector machine	regulatory-elements	regulatory-elements	seed	https://bioconductor.org/packages/LedPred/																	bioconductor	3		2015	doi:10.1093/bioinformatics/btv705			LedPred: an R/bioconductor package to predict regulatory sequences using support vector machines	Bioinformatics	https://doi.org/10.1093/bioinformatics/btv705	0	2025	26628586	10.1093/bioinformatics/btv705	False				curated	bioconductor	
luxhmm	LuxHMM	DNA methylation analysis with genome segmentation via hidden Markov model.	nucleosome-chromatin|dna-methylation	nucleosome-chromatin	core	https://github.com/malonzm1/LuxHMM		https://github.com/malonzm1/LuxHMM		recorded	6	2023-01-13	False	Python	GPL-3.0	Command-line tool	Methylated DNA immunoprecipitation|Epigenetics|Sequence sites, features and motifs|DNA|Biochemistry	Python	GPL-3.0	declared		Free of charge		3		2023	pmid:36810075					https://pubmed.ncbi.nlm.nih.gov/36810075/			36810075		False	luxhmm	https://bio.tools/luxhmm	2024-11-24	bio.tools		
MASSIF	MASSIF	Improves motif-to-TF linking by incorporating DNA-binding domain similarity scores	motif-discovery|motif-scanning|motif-comparison|peak-calling	motif-discovery	core	https://github.com/SchulzLab/MASSIF		https://github.com/SchulzLab/MASSIF		recorded	2	2023-07-21	False	HTML	MIT	Command-line tool	Sequence sites, features and motifs|ChIP-seq|Protein folds and structural domains		MIT	declared				3		2020	pmid:31742324			Improved linking of motifs to their TFs using domain information	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/31742324/	0	2025	31742324	10.1093/bioinformatics/btz855	False	MASSIF	https://bio.tools/MASSIF	2024-11-24	bio.tools		
mbamethyl	MBAmethyl	Reconstructs DNA methylation values from microarray data by smoothing related-by-location values and removing probe affinity effects	nucleosome-chromatin|dna-methylation	nucleosome-chromatin	core	http://bioconductor.org/packages/release/bioc/html/MBAmethyl.html										Command-line tool|Library	Epigenetics|Nucleic acid sites, features and motifs|Gene regulation	R	Artistic-2.0	declared			bioconductor	3		2015	pmid:26433612			Estimating DNA Methylation Levels by Joint Modeling of Multiple Methylation Profiles From Microarray Data	Biometrics	https://pubmed.ncbi.nlm.nih.gov/26433612/	0	2025	26433612	10.1111/biom.12422	False	mbamethyl	https://bio.tools/mbamethyl	2024-11-25	bio.tools		
mrlocus	MRLocus	Identifying causal genes mediating a trait through Bayesian estimation of allelic heterogeneity	molecular-qtl	molecular-qtl	core	https://mikelove.github.io/mrlocus		https://github.com/mikelove/mrlocusPaper		recorded	2	2021-04-29	False	R		Library	GWAS study|Statistics and probability|Gene expression|Genotype and phenotype|Biobank	R|Python						3			doi:10.1101/2020.08.14.250720					https://doi.org/10.1101/2020.08.14.250720				10.1101/2020.08.14.250720	True	mrlocus	https://bio.tools/mrlocus	2021-03-01	bio.tools		
msdb_h	MSdb	Visualizes and integrates human musculoskeletal NGS data with curated patient phenotypes	grn-inference	grn-inference	core	https://www.msdb.org.cn/		https://github.com/wanluliuLab/MSdb		recorded	2	2023-04-27	False	Python		Database portal	RNA-Seq|Transcriptomics|Musculoskeletal medicine|Functional, regulatory and non-coding RNA|Pathology	Python				Free of charge		3		2023	pmid:37378342			MSdb: An integrated expression atlas of human musculoskeletal system	iScience	https://pubmed.ncbi.nlm.nih.gov/37378342/	1	2025	37378342	10.1016/j.isci.2023.106933	False	msdb_h	https://bio.tools/msdb_h	2024-11-24	bio.tools		
netview	Netview	Explores human and mouse gene regulatory networks by querying with a gene identifier and subnetwork boundaries, returning interactions, enriched GO terms, and a graphical representation	grn-inference	grn-inference	core	http://netview.tigem.it/netview_project/netview_tools.html										Web application	Systems biology|Molecular interactions, pathways and networks|Model organisms|Human biology|Gene regulation							3		2013	pmid:24233783			Reverse Engineering Transcriptional Gene Networks	Methods in molecular biology	https://pubmed.ncbi.nlm.nih.gov/24233783/	0	2025	24233783	10.1007/978-1-62703-721-1_10	False	netview	https://bio.tools/netview	2024-11-25	bio.tools		
nucmap_20	NucMap	Provides genome-wide nucleosome positioning maps across species with query, visualization, enrichment, and comparative analysis	tfbs-prediction|nucleosome-chromatin	tfbs-prediction	core	https://ngdc.cncb.ac.cn/nucmap											Multiomics|DNA packaging|Epigenetics|Transcription factors and regulatory sites|RNA-Seq							3		2024	pmid:38878855			NucMap 2.0: An Updated Database of Genome-wide Nucleosome Positioning Maps Across Species	Journal of Molecular Biology	https://pubmed.ncbi.nlm.nih.gov/38878855/	2	2025	38878855	10.1016/j.jmb.2024.168655	False	nucmap_20	https://bio.tools/nucmap_20	2026-01-14	bio.tools		
nucome	NUCOME	Filters and provides qualified nucleosome organization landscapes across human and mouse genomes	motif-databases|tfbs-prediction|chip-resources|nucleosome-chromatin	motif-databases	core	http://compbio-zhanglab.org/NUCOME										Database portal|Web application	DNA packaging|Model organisms|Genomics|Transcription factors and regulatory sites|Database management		Not licensed	declared				3		2021	pmid:34120586			NUCOME: A comprehensive database of nucleosome organization referenced landscapes in mammalian genomes	BMC Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/34120586/	0	2025	34120586	10.1186/s12859-021-04239-9	False	nucome	https://bio.tools/nucome	2021-10-28	bio.tools		
pafway	PAFway	Estimates pairwise associations between functional annotations in biological networks and pathways	grn-inference	grn-inference	core	https://github.com/ezer/PAFway		https://github.com/ezer/PAFway		recorded	2	2019-12-10	False	R		Library	Molecular interactions, pathways and networks|Plant biology|Bioinformatics|Biotechnology|Systems biology	R						3		2020	pmid:32678900			PAFway: pairwise associations between functional annotations in biological networks and pathways	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/32678900/	0	2025	32678900	10.1093/bioinformatics/btaa639	False	pafway	https://bio.tools/pafway	2021-09-16	bio.tools		
pallas	PALLAS	Infers gene regulatory networks from noisy time series gene expression data using penalized maximum likelihood and particle swarm optimization	grn-inference	grn-inference	core	https://github.com/yukuntan92/PALLAS		https://github.com/yukuntan92/PALLAS		recorded	4	2020-08-17	False	Python		Command-line tool	Molecular interactions, pathways and networks|Model organisms|Microarray experiment|RNA-Seq|Gene expression	Python						3		2020	doi:10.1101/2020.05.13.093674			PALLAS: Penalized mAximum LikeLihood and pArticle Swarms for Inference of Gene Regulatory Networks from Time Series Data	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.1101/2020.05.13.093674	1	2025		10.1101/2020.05.13.093674	True	pallas	https://bio.tools/pallas	2021-03-15	bio.tools		
pcgima	PCGIMA	Predicts position-defined CpG islands and analyzes their methylation, gene expression, and functional associations in the human genome	tfbs-prediction|regulatory-elements|nucleosome-chromatin|dna-methylation	tfbs-prediction	core	http://www.combio-lezhang.online/pcgima/home.html										Web application	Transcription factors and regulatory sites|Epigenomics|Gene regulation|Model organisms					Free of charge		3		2024	pmid:38544801			PCGIMA: developing the web server for human position-defined CpG islands methylation analysis	Frontiers in Genetics	https://pubmed.ncbi.nlm.nih.gov/38544801/	3	2025	38544801	10.3389/fgene.2024.1367731	False	pcgima	https://bio.tools/pcgima	2024-11-24	bio.tools		
peakhood	Peakhood	Extracts the most likely transcript or genomic site context for each CLIP-seq peak region	peak-calling	peak-calling	core	https://github.com/BackofenLab/Peakhood		https://github.com/BackofenLab/Peakhood		recorded	3	2022-09-01	False	Python	MIT	Command-line tool	RNA immunoprecipitation|Gene transcripts|RNA splicing|Protein binding sites|RNA-Seq	Python	MIT	declared		Free of charge	conda	3		2021	pmid:34734974			Peakhood: individual site context extraction for CLIP-seq peak regions	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/34734974/	2	2025	34734974	10.1093/bioinformatics/btab755	False	peakhood	https://bio.tools/peakhood	2022-04-09	bio.tools		
PhysMPrePro	PhysMPrePro	Recognizes prokaryotic promoters using an energy model based on molecular structure	tfbs-prediction|regulatory-elements	tfbs-prediction	core	http://202.207.14.87:8032/bioinformation/PhysMPrePro/index.asp											Transcription factors and regulatory sites|Physics|Gene transcripts|Structure analysis							3		2020	pmid:31809797			An energy model for recognizing the prokaryotic promoters based on molecular structure	Genomics	https://pubmed.ncbi.nlm.nih.gov/31809797/	0	2025	31809797	10.1016/j.ygeno.2019.12.001	False	PhysMPrePro	https://bio.tools/PhysMPrePro	2021-01-10	bio.tools		
racoon_clip	racoon_clip	Analyzes iCLIP and eCLIP data to extract RNA binding signal at single-nucleotide resolution, outputting a summary report with visualizations and statistics	peak-calling	peak-calling	core	https://racoon-clip.readthedocs.io/en/latest/											RNA immunoprecipitation|Workflows|Gene transcripts|RNA-Seq|Literature and language	Python						3		2024	doi:10.1093/bioadv/vbae084			racoon_clip —a complete pipeline for single-nucleotide analyses of iCLIP and eCLIP data	Bioinformatics Advances	https://doi.org/10.1093/bioadv/vbae084	0	2025	38948010	10.1093/bioadv/vbae084	False	racoon_clip	https://bio.tools/racoon_clip	2026-01-14	bio.tools		
ramr	ramr	an R package for detection of rare aberrantly methylated regions	nucleosome-chromatin|dna-methylation	nucleosome-chromatin	core	http://bioconductor.org/packages/ramr/		https://github.com/BBCG/ramr		recorded	0	2026-02-26	False	R			Epigenetics|Microarray experiment|Sequencing|DNA	R	Artistic-2.0	declared	Mature	Free of charge	bioconductor	3		2022	pmid:34383893					https://pubmed.ncbi.nlm.nih.gov/34383893/			34383893		False	ramr	https://bio.tools/ramr	2024-11-24	bio.tools		
sarks	sarks	Suffix-array kernel smoothing to find motifs correlated with a continuous score	motif-discovery	motif-discovery	seed	https://bioconductor.org/packages/sarks/																	bioconductor	3		2019	doi:10.1093/bioinformatics/btz198			SArKS: de novo discovery of gene expression regulatory motif sites and domains by suffix array kernel smoothing	Bioinformatics	https://doi.org/10.1093/bioinformatics/btz198	1	2025	30903136	10.1093/bioinformatics/btz198	False				curated	bioconductor	
scepisearch	scEpiSearch	Matches queried single-cell open-chromatin profiles against large reference pools of single-cell transcriptomes and epigenomes for annotation and classification	single-cell	single-cell	core	http://www.scepisearch.com/		https://github.com/reggenlab/scEpiSearch		recorded	0	2022-09-27	False	Jupyter Notebook		Web application	Epigenomics|Transcriptomics|RNA-Seq|Cell biology|Chromosome conformation capture	Python|R				Free of charge		3		2023	pmid:36653120			Matching queried single-cell open-chromatin profiles to large pools of single-cell transcriptomes and epigenomes for reference supported analysis	Genome Research	https://pubmed.ncbi.nlm.nih.gov/36653120/	2	2025	36653120	10.1101/gr.277015.122	False	scepisearch	https://bio.tools/scepisearch	2024-11-24	bio.tools		
scHiCcompare	scHiCcompare	Performs differential chromatin interaction analysis between two groups of single-cell Hi-C data, including imputation and normalization	chromatin-3d|single-cell	chromatin-3d	seed	https://bioconductor.org/packages/scHiCcompare/																		3			doi:10.1016/j.jmb.2025.169155					https://doi.org/10.1016/j.jmb.2025.169155				10.1016/j.jmb.2025.169155	False				curated	bioconductor	
segcond	SEGCOND	Predicts putative transcriptional condensate-associated genomic regions by integrating multi-omics data including Hi-C	regulatory-elements|peak-calling	regulatory-elements	core	https://github.com/AntonisK95/SEGCOND		https://github.com/AntonisK95/SEGCOND		recorded	1	2024-06-17	False	R		Script	Gene expression|Genomics|Model organisms|ChIP-seq|Sequence assembly	R	Not licensed	declared		Free of charge		3		2023	pmid:36394233			SEGCOND predicts putative transcriptional condensate-associated genomic regions by integrating multi-omics data	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/36394233/	2	2025	36394233	10.1093/bioinformatics/btac742	False	segcond	https://bio.tools/segcond	2024-11-24	bio.tools		
sincei	sincei	Explores single-cell epigenomic data directly from aligned reads via a command-line interface	single-cell	single-cell	core	https://sincei.readthedocs.io		https://github.com/bhardwaj-lab/sincei		inferred							Epigenomics|Single-cell sequencing|Multiomics|Informatics						pypi	3		2024	doi:10.1101/2024.07.27.605424			User-friendly exploration of epigenomic data in single cells using sincei	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.1101/2024.07.27.605424	0	2025		10.1101/2024.07.27.605424	True	sincei	https://bio.tools/sincei	2026-01-14	bio.tools		
snphood	SNPhood	Investigates and visualises the local epigenomic neighbourhood of SNPs using NGS data such as ChIP-seq or RNA-seq	tfbs-prediction|peak-calling	tfbs-prediction	core	http://bioconductor.org/packages/release/bioc/html/SNPhood.html										Command-line tool|Library	ChIP-seq|Data visualisation	R	GPL-3.0	declared			bioconductor	3		2016	pmid:27153574			SNPhood: investigate, quantify and visualise the epigenomic neighbourhood of SNPs using NGS data	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/27153574/	0	2025	27153574	10.1093/bioinformatics/btw127	False	snphood	https://bio.tools/snphood	2024-11-25	bio.tools		
spagtl	SpaGTL	Infers context-specific spatial gene regulatory networks from spatial transcriptomics data using graph transfer learning	tfbs-prediction|grn-inference	tfbs-prediction	core	https://spagtl.readthedocs.io/		https://github.com/zccqq/SpaGTL		inferred							Transcriptomics|Molecular interactions, pathways and networks|Transcription factors and regulatory sites|Machine learning|Multiomics							3		2024	pmid:39841593			Spatially aligned graph transfer learning for characterizing spatial regulatory heterogeneity	Briefings in Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/39841593/	2	2025	39841593	10.1093/bib/bbaf021	False	spagtl	https://bio.tools/spagtl	2026-02-22	bio.tools		
srgs	SRGS	Infers gene regulatory networks from bulk or single-cell expression data using sparse partial least squares-based recursive gene selection	grn-inference	grn-inference	core	https://github.com/JGuan-lab/SRGS		https://github.com/JGuan-lab/SRGS		recorded	1	2026-06-02	False	R		Library	Molecular interactions, pathways and networks|Gene expression|RNA-Seq|Exome sequencing|Pathology	R	Not licensed	declared		Free of charge		3		2022	pmid:36451086			SRGS: sparse partial least squares-based recursive gene selection for gene regulatory network inference	BMC Genomics	https://pubmed.ncbi.nlm.nih.gov/36451086/	2	2025	36451086	10.1186/s12864-022-09020-7	False	srgs	https://bio.tools/srgs	2024-11-24	bio.tools		
TDimpute	TDimpute	Imputes missing gene expression data from DNA methylation using a transfer learning-based neural network trained on pan-cancer data	chip-resources|nucleosome-chromatin|dna-methylation	chip-resources	core	https://github.com/sysu-yanglab/TDimpute		https://github.com/sysu-yanglab/TDimpute		recorded	7	2020-04-24	False	Python	MIT	Bioinformatics portal	Epigenomics|RNA-Seq|Machine learning|Bioinformatics	Python	MIT	repository	Emerging	Free of charge		3		2019	doi:10.1101/803692			Imputing missing RNA-seq data from DNA methylation by using transfer learning based neural network	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.1101/803692	0	2025		10.1101/803692	True	TDimpute	https://bio.tools/TDimpute	2020-04-18	bio.tools		
tejaas	Tejaas	Detects trans-eQTLs from eQTL data using L2-regularized reverse multiple regression and a k-nearest-neighbor confounder removal method	molecular-qtl|nucleosome-chromatin	molecular-qtl	core	https://github.com/soedinglab/tejaas		https://github.com/soedinglab/tejaas		recorded	12	2022-10-14	False	C	GPL-3.0		DNA polymorphism|Gene expression|Functional, regulatory and non-coding RNA|Epigenomics|Genotype and phenotype	C|Python	GPL-3.0	declared			pypi	3		2020	doi:10.1101/2020.05.07.083386			Reverse regression increases power for detecting trans-eQTLs	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.1101/2020.05.07.083386	0	2025		10.1101/2020.05.07.083386	True	tejaas	https://bio.tools/tejaas	2021-02-26	bio.tools		
TGS-Lite	TGS-Lite	Reconstructs time-varying gene regulatory networks from time-series gene expression data without assuming smooth transitions, using limited memory	grn-inference	grn-inference	core	https://github.com/sap01/TGS-Lite-supplem/blob/master/README.md		https://github.com/sap01/TGS-Lite-supplem		recorded	1	2019-08-08	False	Shell			Molecular interactions, pathways and networks|Machine learning|Microarray experiment							3		2019	doi:10.1109/TCBB.2019.2946826			Rapid Reconstruction of Time-varying Gene Regulatory Networks with Limited Main Memory	IEEE Transactions on Computational Biology and Bioinformatics	https://doi.org/10.1109/TCBB.2019.2946826	0	2025	31613774	10.1109/TCBB.2019.2946826	False	TGS-Lite	https://bio.tools/TGS-Lite	2020-12-28	bio.tools		
timenexus	TimeNexus	Builds, manages, and visualizes temporal multilayer networks from time-series omics data, and extracts active multilayer subnetworks	grn-inference	grn-inference	core	https://apps.cytoscape.org/apps/TimeNexus										Desktop application	Molecular interactions, pathways and networks|Gene expression|Model organisms|Microarray experiment|RNA-Seq	Java						3		2020	doi:10.21203/RS.3.RS-133258/V1			TimeNexus: A Novel Cytoscape App to Analyze Time-Series Data Using Temporal MultiLayer Networks (tMLNs)	Research Square	https://doi.org/10.21203/RS.3.RS-133258/V1	1	2025		10.21203/RS.3.RS-133258/V1	True	timenexus	https://bio.tools/timenexus	2021-04-23	bio.tools		
to_ast	TOAST	Identifies topologically associated domains from Hi-C contact matrices using graph auto-encoders and HDBSCAN clustering	tfbs-prediction|peak-calling|chromatin-3d	tfbs-prediction	core	https://github.com/ghaiyan/TOAST		https://github.com/ghaiyan/TOAST		recorded	1	2023-07-25	False	Python		Workflow	Transcription factors and regulatory sites|Pathology|ChIP-seq	Python				Free of charge	bioconductor	3		2023	pmid:37822562			TOAST: A novel method for identifying topologically associated domains based on graph auto-encoders and clustering	Computational and Structural Biotechnology Journal	https://pubmed.ncbi.nlm.nih.gov/37822562/	1	2025	37822562	10.1016/j.csbj.2023.09.019	False	to_ast	https://bio.tools/to_ast	2024-11-24	bio.tools		
xlnc1dcnn	Xlnc1DCNN	Distinguishes long non-coding RNAs from protein-coding transcripts using a one-dimensional convolutional neural network with prediction explanations	regulatory-elements	regulatory-elements	core	https://github.com/cucpbioinfo/Xlnc1DCNN		https://github.com/cucpbioinfo/Xlnc1DCNN		recorded	0	2022-08-26	False	Python		Command-line tool	Functional, regulatory and non-coding RNA|Gene expression|Gene transcripts|Machine learning|RNA-Seq	Python	Not licensed	declared		Free of charge		3		2022	pmid:35685437			Interpretable Deep Learning Model Reveals Subsequences of Various Functions for Long Non-Coding RNA Identification	Frontiers in Genetics	https://pubmed.ncbi.nlm.nih.gov/35685437/	0	2025	35685437	10.3389/fgene.2022.876721	False	xlnc1dcnn	https://bio.tools/xlnc1dcnn	2024-11-24	bio.tools		
agingreg	AgingReG	Curated database of aging regulatory relationships in humans, including upregulation, downregulation, activation, and inhibition pairs	grn-inference|regulatory-variants	grn-inference	core	https://bio.liclab.net/Aging-ReG/										Database portal	Molecular interactions, pathways and networks|Data submission, annotation and curation|Pathology|Physiology|Literature and language		CC-BY-4.0	declared		Free of charge		2		2023	pmid:37805704			AgingReG: a curated database of aging regulatory relationships in humans	Database	https://pubmed.ncbi.nlm.nih.gov/37805704/	2	2025	37805704	10.1093/database/baad064	False	agingreg	https://bio.tools/agingreg	2024-03-08	bio.tools		
AIKYATAN	AIKYATAN	Classifies genome sequences as distal regulatory regions or not using histone modification signatures and convolutional learning on GPU	tfbs-prediction|regulatory-elements|nucleosome-chromatin|histone-marks	tfbs-prediction	core	https://bitbucket.org/cellsandmachines/aikyatan		https://bitbucket.org/cellsandmachines/aikyatan		recorded							Epigenomics|Transcription factors and regulatory sites|Machine learning|Functional, regulatory and non-coding RNA							2		2019	pmid:31590652			AIKYATAN: mapping distal regulatory elements using convolutional learning on GPU	BMC Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/31590652/	1	2025	31590652	10.1186/s12859-019-3049-1	False	AIKYATAN	https://bio.tools/AIKYATAN	2020-12-01	bio.tools		
AttnW2V-Enhancer	AttnW2V-Enhancer	Predicts enhancer regions in DNA sequences using attention mechanisms and Word2Vec embeddings	regulatory-elements	regulatory-elements	seed	https://github.com/Rehman1995/AttnW2V-Enhancer																		2			doi:10.1016/j.csbj.2025.07.008					https://doi.org/10.1016/j.csbj.2025.07.008				10.1016/j.csbj.2025.07.008	False				curated	literature	
bdetools	BDEtools	Numerically solves Boolean delay equation models of biological networks using a MATLAB package	grn-inference	grn-inference	core	https://github.com/oeakman/BDEtools		https://github.com/oeakman/BDEtools		recorded	1	2022-06-24	False	MATLAB	MIT	Library	Molecular interactions, pathways and networks|Mathematics|Biology|Computer science	MATLAB	MIT	declared		Free of charge		2		2023	pmid:36099206			BDEtools: A MATLAB Package for Boolean Delay Equation Modeling	Journal of Computational Biology	https://pubmed.ncbi.nlm.nih.gov/36099206/	2	2025	36099206	10.1089/cmb.2021.0658	False	bdetools	https://bio.tools/bdetools	2024-11-24	bio.tools		
biocmap	BiocMAP	Bioconductor-friendly, GPU-accelerated pipeline for bisulfite-sequencing data.	nucleosome-chromatin|dna-methylation	nucleosome-chromatin	core	http://research.libd.org/BiocMAP/		https://github.com/LieberInstitute/BiocMAP		recorded	3	2025-12-10	False	HTML		Workflow	Methylated DNA immunoprecipitation|Workflows|Epigenetics|DNA|Psychiatry	R|Python				Free of charge		2		2023	pmid:37704947					https://pubmed.ncbi.nlm.nih.gov/37704947/			37704947		False	biocmap	https://bio.tools/biocmap	2024-11-24	bio.tools		
biovizseq	BioVizSeq	Visualizes the types and distribution of elements within bio-sequences from GFF/GTF, MEME, and Plantcare data	tfbs-prediction|regulatory-elements	tfbs-prediction	core	https://cran.r-project.org/package=BioVizSeq											Transcription factors and regulatory sites|Small molecules|Protein folds and structural domains|Sequencing	R	Artistic-2.0	declared			cran	2		2025	pmid:40904866			BioVizSeq: an R package for visualization the element on bio-sequences	Frontiers in Plant Science	https://pubmed.ncbi.nlm.nih.gov/40904866/	0	2025	40904866	10.3389/fpls.2025.1645004	False	biovizseq	https://bio.tools/biovizseq	2026-02-22	bio.tools		
carmen-variant	CARMEN	Identifies functional noncoding expression-modulating variants from GWAS and eQTL data	regulatory-variants	regulatory-variants	core	http://carmen.gao-lab.org											Genotype and phenotype|DNA polymorphism|Gene expression|GWAS study|Epigenomics							2		2019	doi:10.1101/819409			Computational Assessment of the Regulation-Modulating Potential for Noncoding Variants	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.1101/819409	0	2025		10.1101/819409	True	carmen-variant	https://bio.tools/carmen-variant	2021-01-14	bio.tools		
cata	CATA	Annotates chromatin accessible regions from cancer ATAC-seq data with clinical, regulatory, and genomic features	peak-calling|peak-annotation|regulatory-variants	peak-calling	core	http://bio.licpathway.net/cata/	dead									Database portal	Oncology|Chromosome conformation capture|Transcription factors and regulatory sites|DNA polymorphism|Epigenetics							2		2020	doi:10.1101/2020.05.16.099325			CATA: a comprehensive chromatin accessibility database for cancer	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.1101/2020.05.16.099325	0	2025		10.1101/2020.05.16.099325	True	cata	https://bio.tools/cata	2021-02-09	bio.tools		
chas	CHAS	Infers cell type-specific signatures from bulk brain histone acetylation data to identify disorder-associated pathways at cellular resolution	peak-calling|nucleosome-chromatin|histone-marks	peak-calling	core	https://github.com/Marzi-lab/CHAS		https://github.com/Marzi-lab/CHAS		recorded	4	2025-04-01	False	R	GPL-3.0		Epigenomics|Neurology|Psychiatry|Cell biology|Molecular interactions, pathways and networks		GPL-3.0	repository				2		2025	pmid:40300607			CHAS infers cell type-specific signatures in bulk brain histone acetylation studies of neurological and psychiatric disorders	Cell Reports Methods	https://pubmed.ncbi.nlm.nih.gov/40300607/	1	2025	40300607	10.1016/j.crmeth.2025.101032	False	chas	https://bio.tools/chas	2026-02-22	bio.tools		
ChIPdig	ChIPdig	Mines multi-sample ChIP-seq data with modules for mapping, peak calling, annotation, and differential enrichment analysis	tfbs-prediction|peak-calling|nucleosome-chromatin	tfbs-prediction	core	https://github.com/rmesse/ChIPdig		https://github.com/rmesse/ChIPdig		recorded	1	2019-07-22	False	R	GPL-3.0		ChIP-seq|Epigenetics|Transcription factors and regulatory sites	R	GPL-3.0	declared				2		2019	doi:10.12688/F1000RESEARCH.20027.1			ChIPdig: a comprehensive user-friendly tool for mining multi-sample ChIP-seq data	F1000Research	https://doi.org/10.12688/F1000RESEARCH.20027.1	0	2025		10.12688/F1000RESEARCH.20027.1	False	ChIPdig	https://bio.tools/ChIPdig	2020-12-11	bio.tools		
chromdmm	ChromDMM	Clusters genomic regions characterized by multiple chromatin features using a Dirichlet-multinomial mixture model with profile shifting and flipping	tfbs-prediction|regulatory-elements|nucleosome-chromatin	tfbs-prediction	core	https://github.com/MariaOsmala/ChromDMM		https://github.com/MariaOsmala/ChromDMM		recorded	1	2022-12-09	False	R	LGPL-3.0	Command-line tool	Epigenetics|Transcription factors and regulatory sites|Gene regulation	R|C++	LGPL-3.0	declared		Free of charge		2		2022	pmid:35786716			ChromDMM: a Dirichlet-multinomial mixture model for clustering heterogeneous epigenetic data	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/35786716/	0	2025	35786716	10.1093/bioinformatics/btac444	False	chromdmm	https://bio.tools/chromdmm	2024-11-24	bio.tools		
citl	CITL	Infers time-lagged causal relationships between genes from scRNA-seq data using RNA velocity	grn-inference	grn-inference	core	https://github.com/wJDKnight/CITL-Rpackage		https://github.com/wJDKnight/CITL-Rpackage		recorded	0	2021-12-30	False	HTML	GPL-3.0	Library|Command-line tool	Gene expression|Molecular interactions, pathways and networks|RNA|Literature and language	R	GPL-3.0	declared		Free of charge		2		2022	pmid:35328768			Inferring Time-Lagged Causality Using the Derivative of Single-Cell Expression	International Journal of Molecular Sciences	https://pubmed.ncbi.nlm.nih.gov/35328768/	1	2025	35328768	10.3390/ijms23063348	False	citl	https://bio.tools/citl	2024-11-24	bio.tools		
combsafe	CombSAFE	Identifies combinations of static and dynamic functional elements genome-wide from ChIP-seq data using hidden Markov models and semantic annotations	peak-calling|peak-annotation|chip-resources	peak-calling	core	https://github.com/DEIB-GECO/CombSAFE		https://github.com/DEIB-GECO/CombSAFE		recorded	2	2021-10-18	False	Python	MIT	Workflow	ChIP-seq|Transcription factors and regulatory sites|Genomics|Natural language processing|Epigenetics	Python	MIT	declared		Free of charge		2		2022	pmid:34864898			Identification, semantic annotation and comparison of combinations of functional elements in multiple biological conditions	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/34864898/	1	2025	34864898	10.1093/bioinformatics/btab815	False	combsafe	https://bio.tools/combsafe	2024-11-24	bio.tools		
connectf	ConnecTF	Builds gene networks by integrating transcription factor-target gene interactions from genome-wide studies	peak-calling|chip-resources|grn-inference	peak-calling	core	https://ConnecTF.org		https://github.com/coruzzilab/connectf_server		recorded	2	2024-10-22	False	Python	NOASSERTION	Database portal	Gene expression|Plant biology|Molecular interactions, pathways and networks|Gene transcripts|ChIP-seq	Python	NOASSERTION	repository				2		2020	doi:10.1101/2020.07.07.191627			ConnecTF: A platform to build gene networks by integrating transcription factor-target gene interactions	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.1101/2020.07.07.191627	0	2025		10.1101/2020.07.07.191627	True	connectf	https://bio.tools/connectf	2021-02-17	bio.tools		
cpgmotifs	CpGmotifs	Discovers DNA motifs associated with CpG methylation events and predicts transcription factor binding sites within them	motif-discovery|motif-scanning|motif-databases|tfbs-prediction|peak-calling|chip-resources|nucleosome-chromatin|dna-methylation	motif-discovery	core	https://github.com/Greco-Lab/CpGmotifs		https://github.com/Greco-Lab/CpGmotifs		recorded	2	2020-03-27	False	R	GPL-3.0	Database portal	Transcription factors and regulatory sites|Epigenetics|Imaging|Methylated DNA immunoprecipitation|ChIP-seq	R	GPL-3.0	declared			docker	2		2021	pmid:34039269			CpGmotifs: a tool to discover DNA motifs associated to CpG methylation events	BMC Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/34039269/	0	2025	34039269	10.1186/s12859-021-04191-8	False	cpgmotifs	https://bio.tools/cpgmotifs	2021-08-23	bio.tools		
